SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,clv,tenure_monthly_interaction,premium_services_count,tenure_monthly_ratio,tenure_per_premium_service,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,clv_tier_Medium,clv_tier_High
0,46,74.8,3548.3,0,3340.7999999999997,3440.7999999999997,1,0.614973253810518,45.999954000046,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
0,34,106.35,3549.25,1,3515.8999999999996,3615.8999999999996,2,0.31969910371698074,16.99999150000425,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True
0,11,97.85,1105.4,1,976.3499999999999,1076.35,1,0.11241696359308163,10.999989000011,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0,10,49.55,475.7,0,395.5,495.5,1,0.20181634305113336,9.999990000010001,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,70,69.2,4872.35,0,4744.0,4844.0,2,1.0115606790236895,34.99998250000875,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True
0,17,20.75,418.25,0,252.75,352.75,0,0.8192770689505027,17000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,63,79.85,4861.45,0,4930.549999999999,5030.549999999999,4,0.7889793263747111,15.749996062500983,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True
0,13,76.2,981.45,0,890.6,990.6,3,0.17060367230178908,4.33333188888937,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False
0,49,84.5,3906.7,0,4040.5,4140.5,0,0.579881649942229,49000000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
0,2,49.25,97.0,0,-1.5,98.5,1,0.04060913623128658,1.9999980000020001,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,2,80.65,144.15,1,61.30000000000001,161.3,0,0.024798511781791547,2000000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,52,79.75,4217.8,0,4047.0,4147.0,2,0.6520376093788388,25.9999870000065,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True
0,69,64.15,4254.1,0,4326.35,4426.35,3,1.075604036233764,22.99999233333589,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True
1,43,90.25,3838.75,0,3780.75,3880.75,1,0.47645428834953696,42.999957000043004,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
0,15,99.1,1426.4,1,1386.5,1486.5,2,0.15136225881571888,7.499996250001875,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False
1,25,69.5,1752.65,0,1637.5,1737.5,2,0.3597122250401119,12.499993750003124,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False
1,8,80.65,633.3,1,545.2,645.2,1,0.09919404712716619,7.9999920000080005,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1,60,74.85,4456.35,0,4391.0,4491.0,4,0.8016031957033642,14.999996250000937,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True
1,18,95.45,1752.55,1,1618.1000000000001,1718.1000000000001,0,0.18858040661518694,18000000.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,63,99.65,6311.2,0,6177.950000000001,6277.950000000001,1,0.6322127382617888,62.99993700006301,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True
1,66,108.45,7076.35,0,7057.7,7157.7,3,0.6085753747480371,21.99999266666911,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True
0,34,24.95,894.3,0,748.3,848.3,0,1.3627253962835513,34000000.0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0,72,107.5,7853.7,0,7640.0,7740.0,2,0.6697674356300704,35.999982000009,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True
0,47,100.5,4707.1,0,4623.5,4723.5,1,0.46766168688893844,46.999953000047,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True
0,60,89.9,5450.7,0,5294.0,5394.0,1,0.6674082239442911,59.99994000006001,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,72,42.1,2962.0,0,2931.2000000000003,3031.2000000000003,3,1.7102137360994363,23.999992000002667,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,18,54.4,957.1,0,879.1999999999999,979.1999999999999,2,0.33088234685878043,8.99999550000225,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False
0,9,94.4,857.25,1,749.6,849.6,0,0.0953389820409006,9000000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,3,75.3,244.1,0,125.89999999999998,225.89999999999998,2,0.039840636921107085,1.499999250000375,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,47,78.9,3650.35,0,3608.3,3708.3,1,0.5956907402320565,46.999953000047,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
0,31,79.2,2497.2,0,2355.2000000000003,2455.2000000000003,3,0.3914141364720437,10.333329888890036,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
0,50,20.15,930.9,0,907.4999999999999,1007.4999999999999,0,2.481389455017893,50000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
0,10,79.85,887.35,0,698.5,798.5,2,0.1252348137102716,4.99999750000125,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
0,1,49.05,49.05,0,-50.95,49.05,1,0.02038735942125669,0.9999990000010001,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,52,20.4,1090.65,0,960.8,1060.8,0,2.549019482891202,52000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,64,111.6,7099.0,0,7042.4,7142.4,3,0.5734766973702805,21.333326222224592,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,62,24.25,1424.6,0,1403.5,1503.5,0,2.556700925496869,62000000.0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,3,64.5,177.4,0,93.5,193.5,2,0.046511627185866246,1.499999250000375,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,56,110.5,6139.5,0,6088.0,6188.0,3,0.5067873257304315,18.666660444446517,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True
0,46,55.65,2688.85,0,2459.9,2559.9,0,0.8265947740054848,46000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
0,8,54.65,482.25,0,337.2,437.2,2,0.1463860906425235,3.999998000001,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,30,74.75,2111.3,0,2142.5,2242.5,2,0.4013377872730731,14.99999250000375,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,45,25.9,1216.6,0,1065.5,1165.5,0,1.7374516703686613,45000000.0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,1,79.35,79.35,1,-20.650000000000006,79.35,0,0.012602394296126097,1000000.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,11,50.55,565.35,0,456.04999999999995,556.05,1,0.2176063260612003,10.999989000011,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,7,75.15,496.9,1,426.05000000000007,526.0500000000001,1,0.09314703801534213,6.9999930000070005,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,42,103.8,4327.5,0,4259.599999999999,4359.599999999999,3,0.40462427355853303,13.999995333334889,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,49,20.15,973.35,0,887.3499999999999,987.3499999999999,0,2.431761665917535,49000000.0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,9,99.3,918.75,0,793.6999999999999,893.6999999999999,1,0.09063444017487976,8.999991000009,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False
0,35,62.15,2215.45,0,2075.25,2175.25,1,0.5631536514375921,34.999965000035004,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0,48,20.65,1057.0,0,891.1999999999999,991.1999999999999,0,2.3244550932467267,48000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
0,46,19.95,927.1,0,817.6999999999999,917.6999999999999,0,2.305764295450411,46000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False
0,29,33.75,1009.25,0,878.75,978.75,0,0.8592592337997265,29000000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0,30,82.05,2570.2,0,2361.5,2461.5,2,0.36563070852369645,14.99999250000375,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,74.7,74.7,0,-25.299999999999997,74.7,1,0.013386880677551798,0.9999990000010001,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,66,84.0,5714.25,0,5444.0,5544.0,3,0.7857142763605444,21.99999266666911,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True
0,65,111.05,7107.0,0,7118.25,7218.25,3,0.5853219217890867,21.66665944444685,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True
0,72,100.9,7459.05,0,7164.8,7264.8,2,0.7135777927296552,35.999982000009,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,12,78.95,927.35,1,847.4000000000001,947.4000000000001,1,0.15199493157701163,11.999988000012001,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,71,66.85,4748.7,0,4646.349999999999,4746.349999999999,3,1.0620792660870717,23.666658777780405,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
0,5,21.05,113.85,1,5.25,105.25,0,0.2375296799273311,5000000.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,52,21.0,1107.2,0,992.0,1092.0,0,2.4761903582766496,52000000.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
1,25,98.5,2514.5,1,2362.5,2462.5,2,0.2538071040222629,12.499993750003124,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,1,20.2,20.2,0,-79.8,20.2,0,0.0495049480443095,1000000.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,1,19.45,19.45,0,-80.55,19.45,0,0.05141387910468488,1000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,38,95.0,3605.6,0,3510.0,3610.0,2,0.39999999578947376,18.99999050000475,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1,66,45.55,3027.25,0,2906.2999999999997,3006.2999999999997,2,1.4489571580909517,32.99998350000825,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,68,110.0,7611.85,1,7380.0,7480.0,3,0.6181818125619836,22.666659111113628,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,5,24.3,100.2,0,21.5,121.5,0,0.2057613084048844,5000000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,72,104.15,7303.05,0,7398.8,7498.8,2,0.6913106030599078,35.999982000009,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True
0,32,30.15,927.65,0,864.8,964.8,1,1.0613598321273687,31.999968000032002,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
0,43,94.35,3921.3,0,3957.0499999999997,4057.0499999999997,0,0.45574986268415624,43000000.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True
0,72,19.4,1363.25,0,1296.8,1396.8,0,3.7113400148793807,72000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0,55,96.75,5238.9,1,5221.25,5321.25,2,0.5684754463206673,27.499986250006874,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
0,52,57.95,3042.25,0,2913.4,3013.4,3,0.8973252649296762,17.33332755555748,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,43,91.65,3954.1,0,3840.9500000000003,3940.9500000000003,2,0.4691762087378482,21.499989250005374,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1,37,76.5,2868.15,1,2730.5,2830.5,0,0.4836601243965997,37000000.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
0,64,54.6,3423.5,0,3394.4,3494.4,2,1.1721611506930192,31.999984000008,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,3,89.85,248.4,0,169.54999999999995,269.54999999999995,2,0.033388981264452076,1.499999250000375,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,36,31.05,1126.35,0,1017.8,1117.8,1,1.1594202525146455,35.999964000036,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,10,100.25,1064.65,1,902.5,1002.5,1,0.09975062244637783,9.999990000010001,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,41,20.65,835.15,0,746.65,846.65,0,1.9854720588149124,41000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False
0,27,85.2,2151.6,0,2200.4,2300.4,2,0.31690140473120415,13.499993250003374,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
0,56,99.8,5515.45,0,5488.8,5588.8,1,0.5611222388665107,55.999944000056004,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True
0,6,20.7,112.75,0,24.19999999999999,124.19999999999999,0,0.28985505846110826,6000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,3,74.4,229.55,1,123.20000000000002,223.20000000000002,0,0.040322580103191126,3000000.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,7,50.7,350.35,0,254.90000000000003,354.90000000000003,1,0.13806705842076808,6.9999930000070005,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,4,20.85,62.9,0,-16.599999999999994,83.4,0,0.19184651358050292,4000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,33,88.95,3027.65,0,2835.35,2935.35,2,0.370994936807252,16.499991750004124,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
1,27,78.05,2135.5,1,2007.35,2107.35,1,0.34593209037883293,26.999973000027,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,72,23.55,1723.95,0,1595.6000000000001,1695.6000000000001,0,3.0573247109416255,72000000.0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,1,19.75,19.75,0,-80.25,19.75,0,0.05063290882871348,1000000.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
1,71,56.45,3985.35,0,3907.9500000000003,4007.9500000000003,2,1.2577501991541151,35.49998225000887,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True
0,13,85.95,1215.65,0,1017.3500000000001,1117.3500000000001,0,0.15125072540720505,13000000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
